abasshen,abash
marble,marble
marble-stōn,marble
marchalsī,marshal
march,march
marchionāt,marquisate
marchisce,mercian
marciāble,martial
marcien,mars
marcien,marcia
mariāble,marriageable
mariāǧe,marriage
marī-bōn,marrow
marī,mari
marīing,marriage
marinel,mariner
mariole,mary
marishen,married
marīten,marry
markāble,notable
markeshipe,marquisate
market,market
markisesse,marquis
marl,marl
marlen,marl
marling,marl
marrer,mars
mars,mars
marshal,marshal
marshallinge,seating
mart,mars
martilet,martinet
martin,martin
martin-messe,martin
martiren,martyr
martirhēde,martyrdom
martiring,martyrdom
martirizāte,martyred
martirizāten,martyr
marwī,marrow
masculīn,male
māselinges,measles
mashel,mash
mashe-rolle,mash
mash-rother,mash
masse,mass
massen,amass
mast,mast
masterfast,master
masticine,mastic
mastik,mastic
masuel,mace
materas,mattress
māteriāble,material
mathematicāl,mathematics
mathematik,mathematics
matrimoin,marriage
matten,mats
matter,maker
mattok,mattock
maundement,commandment
maundrel,measure
mausolēum,mausoleum
maxime,axiom
mēd,med
mēde-wax,wax
mede-wīfrī,midwife
mediāciǒun,mediation
mediāna,vein
mediātǒur,mediator
medicāment,medical
medle,medlar
medlere,meddler
medling,mixing
medlinge,middle
mekment,mekking
mēl,mel
melōdiǒus,melodious
melōdiǒuslī,melodiously
melten,molten
melting,melting
membrāne,membrane
membraunce,memory
memden,mein
memorāble,memorable
memorand,memorial
memoraunce,remembrance
memoriāl,memorial
memorī,memory
memorīed,recalled
memphetik,memphis
mendicaunt,mendicant
mendience,mendicancy
mendinaunt,mendicant
mendiner,mendicant
mendivaunt,mendicant
mēnen,mean
menglen,mingle
mensking,loving
menstrūe,menstrual
menstrūǒus,menstrual
menstrūum,menstrual
mensūrāte,moderate
mentāl,mental
merciāble,merciful
mercīful,merciful
mercuriāl,mercury
mercurizāte,mercury
merlete,martlet
merliǒun,merlin
mershī,marshy
mershlī,marshy
merveilāble,admirable
merveillǒus,marvelous
merveillǒuslī,miraculously
mesh,mesh
messāǧe,message
messīas,messiah
messinǧe,messenger
metal,metal
metallī,metal
metallic,metal
metallīne,metal
metamorphōseōs,metamorphoses
metaphisicien,metaphysician
metaphisik,metaphysics
mētes,pipes
methaphoris,metaphors
mētrelī,meter
metricāl,meter
mette,mate
metteful,brimful
meuinge,molting
mid-dai,mid
middel,middle
middel-mōst,middle
middel-night,midnight
midding,dung
mid-lent,lent
mid-lond,midlands
mid-mast,mast
mid-morwe,midmorning
mid-night,midnight
midon-ēven,midnight
mid-part,middle
mid-ward,middle
mid-wīving,midwifery
mid-wǒmman,midwife
miǧǧe,midge
mightfullī,forcefully
mike,mike
milan,milan
milce,merci
milceful,merciful
mīld-heortful,merciful
mīle,mile
milener,milan
milet,millet
mil-foil,milfoil
miliǒun,million
mīlitārī,miliari
milk,milk
milker,milk
milking,milking
millinge,milling
milne,mill
milne-stōn,millstone
milsfolnesse,kindness
milthnes,kindness
mīn,min
mīnd,mind
mīndful,mindful
mīnder,mind
min,min
minerāl,minerals
ministrātǒur,administrator
ministraunce,administration
minstral,singer
minstralī,musical
minstralsī,musical
mint,mint
minten,intend
mint-whīle,minute
miraclǒus,marvelous
miraculǒuslī,marvelously
mīre,mire
mirknes,darkness
mirkīnes,darkness
mirǒur,mirror
mirre,myrrh
mirred,myrrh
mirthful,blissful
mirtille,myrtle
mirtillīne,mirtine
misattemperance,imbalance
misaveren,disavow
misavīsen,misguided
misbilēvenesse,disbelief
misbreid,misdeed
mischaunce,misfortune
misclēped,misnamed
misclēpinge,misnaming
misconceiven,perceive
misconceiving,misconstruing
misconstrūen,misconstrue
miscǒunceilen,counsel
miscǒunsellinge,counsel
miscǒunten,miscalculate
miscrēdence,disrepute
misentrēting,mistreating
misericord,mercy
miserī,misery
miserǒus,miserable
misetente,mistakenly
misfait,misdeed
misfallen,misfortune
misfāmen,defame
misfār,mishap
misfaut,misdeed
misfortūne,misfortune
misful,sinful
misgīen,mislead
mishap,mishap
mishappenen,misfortune
misherkenen,listen
mishonǒur,dishonor
misintreaten,mistreat
misitīthen,tithe
miskissing,kissing
misknouen,ignore
misknouinge,ignorance
mislēdere,misleads
misleien,misquote
mismarken,mistaken
misnimen,mistake
misordeinen,misuse
misordinaunce,misconduct
misordre,disorder
misordren,disorderly
misplēsen,displease
misplēsing,displeasure
misrēden,mislead
misrempen,mistake
misreporten,report
misreulen,misbehave
misreulī,disorderly
misreverence,disrespect
missāl,missal
misshāmful,shameful
missmellen,smell
misspending,squandering
mist,mist
mistāken,mistaken
mistel-tō,mistletoe
mistēriāl,mystical
mistēriāllī,mystically
misthing,mishap
mistīd,mishap
mistiklī,mystically
mistīmen,mistreat
mistīthen,tithes
mistraisten,distrustful
mistrest,mistrust
mistresten,distrust
mistrēten,mistreat
mistrēting,mistreating
mistringe,blurring
mistrist,distrust
mistristen,distrust
mistristing,mistrust
mistrǒu,mistrust
mistrǒuen,distrust
mistrust,distrust
mistrustī,mistrust
mistrusting,mistrust
mistūnen,dissonant
misunderstōnden,misunderstand
misunderstōnding,misinterpretation
misūs,misuse
misūsen,misuse
misūsing,misuse
mitain,mitten
mixt,mixed
mixtiǒun,mixture
mobarship,amobreship
mǒcchen,munch
mǒchenes,largeness
moderātlī,moderation
moderaunce,moderation
moderaunte,temperate
moeble,movable
moisten,moisten
moistenes,moisture
moistful,moistness
moistīen,moisten
moisting,moistening
moistūr,moist
moistūren,moistness
mǒkerard,miser
mǒkerer,miser
mokke,joke
mokking,mocking
molāres,molar
mōld,mold
mōld,mole
mōlding,kneading
mōled,soiled
molendīne,millstone
molet,mullet
molle,mole
mollen,moisten
mollifīing,softening
molochītes,malachite
molsh,moist
mǒmelen,mumble
mōn,mon
monachelīte,monothelite
monasticāl,monastic
mǒnchen,munch
mōn,mon
monei,money
moneien,money
moneier,money
mōnful,sinful
mōng,mong
mōnger,monger
mōnging,trading
mōngling,mixing
mǒnken,monk
mǒnkhēde,monk
morderes,murderess
moreis,morris
morel,morel
morgāǧen,mortgage
mōrn,morn
mǒrneful,mournful
mǒrnere,mourner
mǒrnīful,mournful
mōrning,morning
mǒrning,morning
morsel,morsel
mortālitē,mortal
mortāllī,mortally
mortīsment,endowment
mortīsen,amortized
mortuāl,mortal
moseak,mosque
mǒstrauncer,monstrance
motǒun,mutton
motring,muttering
motthe,moth
mouer,mows
mouing,mowing
mǒulde,mold
mǒulden,moldy
mǒuldnes,moldiness
mǒuling,molding
mǒund,hand
mǒuntain,mountain
mǒunteinǒus,mountainous
mǒunteneres,mount
mǒuntuǒus,mountainous
mǒus,mouse
mǒuth,mouth
mǒuthed,mouthed
mǒuthful,mouthful
mucche,moch
much,much
muche-fōld,manifold
mucheles,much
mud,mud
mudding,dung
mugel,migal
mul-berī,mulberry
multipliant,multiplier
multiplicāble,multiplying
murmurer,grumbler
murthen,murder
mūscilāǧinǒus,gelatinous
muscle,mussels
musculǒus,muscle
muserīes,amusements
mūsicāl,musical
mūsicāllīe,musical
mūsicien,musician
musicke,mosaic
mūsik,music
mūsing,musing
musk,musk
musse,moss
must,must
mustard,mustard
mustarder,mustard
musteren,mumble
mustering,murmuring
mustraunce,monstrance
naddre-wort,dragonwort
nai,nai
nāiadēs,naiads
nailed,nails
nailen,nail
nailing,nails
nākednes,nakedness
nākedship,nakedness
nakette,agate
nāme,name
nāmen,name
nāming,naming
nāpe,nape
napet,napkin
napkin,napkin
nappeket,napkin
nappere,naps
napte,naphtha
nardine,nard
naril,nostril
narw,narrow
narwelī,harshly
narwen,narrow
narwenes,narrowness
nāsāle,nose
nāse,nose
nāsel,nose
nāselinge,supine
nāse-thirl,nostril
natte,mats
nauger,auger
nāvel,navel
naverner,native
nāvigāl,navigable
nāvigaunce,navigation
nazarish,nazareth
nebillen,nibble
necesse,necessity
necessen,necessitate
necliǧence,negligence
necliǧentlī,negligent
nēfeful,handful
nefresis,nephritis
nefretik,nephritis
negliǧensī,negligence
neigh,neigh
neigh-bī,nearby
neighboresse,neighbor
neighebor,neighbor
neigheborshipe,neighborliness
neither,neither
neither-the-lātere,nevertheless
neke-kicher,neckerchief
nekke,neck
nekked,neck
nemellus,gems
nemnen,name
nēophīte,neophyte
ner,ner
nēreides,nereids
nerve,nerve
nervǒus,nerves
nēse,nose
nēse-thirl,nostril
nest,nest
nestelinge,nest
nesten,nest
nestlen,nest
net,net
ne-the-mō,neither
nether,nether
netle,nettle
netlinge,nettles
netten,net
net-wīse,net
neutrāl,neutral
neveu,nephew
nexte-hānd,next
nich,nich
nicholas,nicholas
nichtlachen,nightfall
nīe-līing,lying
nifle,silly
night,night
nighten,night
nighterne,night
nighter-tāle,night
nighter-tīme,night
nightes,night
nightī,night
nightin-gāle,nightingale
night-shāde,nightshade
night-tīme,night
night-wacche,night
nigromancien,necromancer
nigromauncī,necromancy
niȝt-tāle,nighttime
niming,taking
nīn-fōlde,ninefold
nīntī,ninety
nīntīthe,ninety
nipere,nips
nirk-punt,punt
nōble,nobles
nōbleien,noble
nō-certein,uncertainty
noctiāl,nocturnal
nocturnāl,nocturnal
nodding,nodding
noiǒuslī,joyously
noise,noise
noisen,noises
nō-kin,kin
nǒmbrārī,numbers
nǒmbre,nombre
nōn-accomplishment,nonfulfillment
nōn-certaine,uncertain
nōn,non
nōnes,nones
nǒnne,nun
nǒnnerī,nunnery
nōn-paiement,nonpayment
nōn-parail,nonpareil
nōn-performing,nonperformance
nōn-punishinge,punish
nōn-thing,thing
noppe,nap
nopped,nappy
noppī,nappy
noregān,norwegian
noreine,norwegian
norenish,norwegian
norishen,nourishment
norishing,nourishment
nor-man,norman
north,north
northen,northern
norther,northern
norther-mō,farther
norther-mōre,farther
northern,northern
north-ēst,northeast
north-ēstern,northeastern
north-ward,north
north-wardes,northerly
north-west,west
north-westre,northwest
north-westward,northwesterly
nor-wei,wei
nōse,nose
nōselinge,supine
nōse-thirl,nostril
nostrille,nostril
nōtārī,notary
nǒte,note
nōte,note
nōteful,useful
nōte-mug,nutmeg
nōtfullī,usefully
nōther-gāte,otherwise
nō-thing,nothing
notoirlī,notoriously
not-with-stōnding,notwithstanding
nǒu,nou
noughtes,worthless
nought-with-stōnding,notwithstanding
nǒumbles,edible
nǒumbrāble,countable
nouther,neither
nouther-whēr,nowhere
novelnes,novelty
novembre,november
novice,novice
numerāl,numeral
numerāte,numbered
numeri,numbers
numerǒus,number
nūtrīment,nourishment
nūtrīmentāl,nourishment
nutte,use
obcessed,possessed
obēdience,obedience
obēdient,obedient
obēdientlī,obediently
obeiāble,obedience
obeiaunt,obedient
obeien,obey
obeiing,obeisance
obēinglī,obediently
obeisaunce,obedience
obeisaunt,obedient
obeisauntlī,obedience
obeishen,obey
obeishinge,obedience
objecciǒun,objection
obligāte,obligation
oblīque,oblique
oblīviǒus,oblivious
oblong,oblong
oblyx,onyx
obscūrelī,obscurity
obsequiǒus,obedient
obsequiǒusnesse,obedience
observen,adhere
observing,obeying
obsiānus,obsidian
obsisten,oppose
obstināciǒun,obstinacy
obstināt,obstinate
obstināted,obstinate
obstinātes,obdurate
obteinen,obtain
obtemperāte,obedient
obtemperaunt,obedient
obtemperen,obedient
obtunden,blunt
ocabions,scabious
occipiciāle,occipital
occurrent,occurring
octōber,october
odivesse,laziness
oenantes,genus
ofbīten,bite
ofcutten,cut
ofdrauen,draw
oferȝitolnesse,forgetfulness
oferplentefǒus,plentiful
offendicule,offense
offenser,sinner
offrighten,frightened
offring,offering
offullen,fill
ofhealdinge,withholding
ofhunted,hunting
oflisten,listen
ō-fōted,footed
ofrīden,ride
ofscāpen,escape
ofsenden,send
ofserven,deserve
ofservinge,deserving
ofshāmen,ashamed
ofspring,offspring
ofstæpen,step
ofstēnen,stone
oftāking,overtaking
often-sīthe,often
often-sīthes,often
often-tīme,often
often-tīmes,often
ofte-sīthe,often
ofte-tīme,often
ofte-tīmes,often
ofthaued,thawed
ofthirst,thirst
ofwāken,wake
oil-dreggen,dregs
oil,oily
oilei,oily
oilen,oil
oilinge,oil
ointment,ointment
ointen,anointed
ointūre,ointment
oinyon,onion
oistre,oyster
ōlden,olden
oleaster,olive
oleum,oleum
oligrācīe,oligarchy
olimpias,olympic
olimpicalle,olympic
olīvārī,olive
olive,olive
omelī,homily
omitten,omit
omitting,omission
omnipotencīe,omnipotence
omnipotens,omnipotence
omnipotent,omnipotent
onborȝen,borrow
onbǒunde,unbound
onbrirden,inspire
onchācen,chase
ondrīen,endure
onfasten,fasten
onfullen,oneself
onglīden,glide
onȝefloȝen,flown
onlighten,enlighten
onǒvenon,thereon
onrīsen,arise
ǒnthoght,unthought
onyet,onion
opalus,opal
operamentes,vestments
opiāte,opium
opinere,opium
opium,opium
opobalsamum,balm
oportūne,opportunity
opportūne,opportune
opposit,opposite
oppressing,oppression
opprimed,oppressed
optalius,opal
orafle,giraffe
oranǧe,orange
ōrātǒur,orator
ōrd,ord
ordināllī,orderly
ordirlīe,orderly
organer,organist
organistre,organist
organum,organ
orīsont,horizon
ornātlī,ornate
orphan,orphans
orphaner,orphan
orphelin,orphan
orth,wrath
orthodoxe,orthodox
ortreunesse,hopelessness
oscunen,scorn
osprai,osprey
ostreǧer,keeper
ostreōsis,oysters
ostrich,ostrich
ostrogotes,goths
oter,otter
oth,oth
othstilled,stopped
oth-that,oth
ought,ought
ǒumautinge,fainting
ǒunce,ounce
ǒuncen,ounces
ǒunded,und
ǒutbāken,bake
ǒutbresten,burst
ǒutcept,except
ǒutcepten,exception
ǒutclensinge,cleansing
ǒutcrēsinge,growing
ǒutdēliveren,deliver
ǒutdrinken,drink
ǒuterāǧing,straying
ǒutflight,flight
ǒutjoien,rejoice
ǒutliven,outlive
ǒutpǒuringe,pouring
ǒutpressen,press
ǒutrāǧeǒus,outrageous
ǒutrāǧeǒuslī,outrageously
ǒutraiǒus,outrageous
ǒutrāsen,erase
ǒutre,outer
ǒutremōr,outer
ǒutrest,farthest
ǒutrīden,ride
ǒutsāle,sale
ǒutscāpen,escape
ǒutshēthen,unsheathe
ǒutslingen,fling
ǒutsprēdinge,spreading
ǒutstōnden,stand
ǒutstǒurben,disturb
ǒutstrecchen,stretch
ǒutthenking,inventing
ǒutweringnes,outweringe
ǒvemest,highest
overabǒundaunce,superabundance
overabǒunden,abundant
overardauntlī,ardently
overbisī,overly
overbitterlī,bitterly
overbrēden,overspread
overburdes,overboard
overcark,overwork
overcarkful,overanxious
overcasting,covering
overchaufen,overheat
overclōthen,clothed
overcǒveren,overspread
overdressen,overturn
overdrīven,overspread
overfācen,overcome
overfallen,overwhelm
overfeire,overly
overfilled,filled
overflouing,flooding
overgāten,overtake
overgilding,gilding
overglīden,glide
overgōer,overcomes
overgōn,cover
overgoverned,governed
overgrouen,overgrown
overherre,overlord
overhēten,overheat
overhīen,overtake
overhōlden,overextend
overiyōked,oppressed
overking,kings
overlāden,burden
overlāte,late
overlether,leather
overliven,live
overliver,survivor
overlōnd,land
overmaien,overpower
overmaistren,overcome
overnight,night
overoften,often
overōld,old
overpain,coverlet
overpassen,crossed
overpreisen,praise
overpreisunge,praising
overprīde,pride
overpriked,overcome
overprǒud,proud
overrāsinge,erasing
overrēchen,overhand
overrēder,reader
overreueāble,regrettable
oversalt,salty
overscōrnful,scornful
oversetter,oppressor
oversettinge,oppressing
overshadwen,overshadow
overshadewing,overshadowing
overshīnen,shine
oversittinge,neglecting
overskipping,omitting
overslou,slow
oversmal,small
oversmīten,overtax
oversǒur,sour
overstad,pressed
oversteȝing,crossing
overstrecchen,stretch
overstrīden,stride
overswimmen,swim
overswingen,overthrow
overtāken,overtake
overthikke,thick
overthoued,thawed
overthrouen,overturn
overthwerten,thwart
overtilten,overthrow
overtravail,overwork
overunwōrthī,unworthy
overwalten,overwhelm
overweien,outweigh
overwelteren,overturn
overwīse,wise
overworthī,worthy
pacchen,patch
pacificāciǒun,pacifying
padel,spade
pad-lok,padlock
pāgan,pagan
pāganim,pagan
pāganisme,pagan
paiem,pagan
paiement,paying
paienhōd,paganism
paisaunt,peasant
paket,packet
pakken,pack
pakking,packing
pal,pal
palais,palace
palasīn,palace
pālenes,paleness
palet,helmet
paletik,paralytic
palīche,pall
palisen,palisade
palladiǒun,palladium
palle,palsy
pallǒur,pallor
palm,palm
palmer,palm
palmī,palm
palmite,plant
palpāble,visible
palpitāciǒun,palpitation
pampen,fatten
