a-bac,backwards
inscrūtāble,inscrutable
insculpen,engrave
inseiāble,indescribable
inseil,impression
insenden,introduce
insendinge,sending
insensiblī,imperceptibly
insērchāble,inscrutable
inseren,embed
insēsinen,seized
inset-hǒus,farm
insetten,place
inseuen,sew
inshadwen,overshadow
inshēden,pour
inshēdinge,infusion
inshīd,gable
insīde,interior
insight,understanding
insigne,eminent
insignīte,honored
insinken,plug
insipience,foolishness
insipient,unwise
insistence,urgency
insite,instituted
insitiǒun,grafting
inslingen,siege
inslippe,sliding
insmīten,strike
insnarled,ensnared
insolence,immorality
insolent,wicked
insolentlī,recklessly
insolling,drainage
insǒnder,separate
insorwen,grief
inspaire,breathing
inspecciǒun,perusal
inspermatik,sperm
inspīrāciǒun,divine
inspīrāte,divine
inspīraunce,inspiration
inspiriten,stir
inspīrǒur,inspirer
inspissātīve,thickening
inspissen,thick
inspringen,dwell
insprǒut,blowing
instāble,planets
instāblenes,instability
installen,possession
instant,moment
instantlī,ardently
instaunce,urging
instauncen,urge
instaunten,urge
instep,arch
insteppen,trace
insterten,enter
instillen,pour
instilling,drops
instinct,Superstitious_beliefs
institūciǒun,Multiparty_democracy
institūen,give
institūten,establish
instiwes,rules
instōnden,%_#F########_7v.jsn
instōnding,urgency
instop,parry
instrīen,scatter
instrucciǒun,instructing
instructen,instruct
instructǒur,instructor
instrūed,animals
instrūmentlī,instrument
instūen,appoint
instūing,ecclesiastic
insufferāble,unbearably
insufficience,inadequacy
insufficient,inadequate
insufficientlī,inadequately
insuffisaunce,inability
insuffisaunt,inadequate
insūken,suck
insulān,island
insulāne,islander
insuperāble,invincible
insuspeciǒun,suspicion
insūte,rent
intachen,fasten
intacte,unimpaired
intak,enclosed
intāker,stolen
integrāte,unblemished
intellecciǒun,comprehension
intellect,faculties
intellectīve,intellectual
intellectuāl,understanding
intellectuāllī,understanding
intellerd,crossbow
intelliǧence,comprehension
intelliǧencīe,beings
intemerāt,unblemished
intemperāt,immoderate
intemperātlī,excessively
intemperaunce,immoderate
intens,fervent
intensen,strengthen
intenslī,violently
intent,intent
intentiāl,content
intenuāt,dissolved
intercepciǒun,fluid
intercepten,prevent
intercessing,cessation
intercīse,intervals
intercutānie,skin
interesse,claim
interest,interest
interfectǒur,slayer
interiālle,enemies
interiāllī,within
interjecciǒun,exclamation
interlarde,abdominal
interlarden,pork
interlīnen,insertions
interlīnieng,insertions
interlōge,interlude
intermediāte,intervening
intermināble,everlasting
intermināblī,forever
intermināte,eternal
intermīsen,mingle
intermissiǒun,interruption
internāl,inward
interpellāt,appealed
interpolar,duration
interpolāte,intermittent
interpolen,cease
interposiciǒun,intercession
interpretāciǒun,interpretation
interpretāte,explained
interpreten,interpreter
interpreting,interpret
interpretǒur,easy_Zathang
interrupciǒun,Robert_Schwaneberg_covers
interrupten,interfere
intersecāciǒun,intersection
interspāce,interval
interstice,interval
interval,time
intervenciǒun,intercession
intestāte,intestate
inthank,mind
inthoroulī,thoroughly
inthringen,crowd
intincte,smeared
intinge,reason
intollerāble,unbearable
intollerāblī,greatly
intolleraunce,unwillingness
intort,toward
intoxicāt,poisoned
intoxicāte,poison
intractābil,stormy
intrāneǒus,domestic
intransnatāble,swim
intrasten,confidence
intrātīve,penetrating
intricāciǒun,trap
intrīcāte,complicated
intrīen,mixture
intrōducciǒun,action
intrōdūcen,bring
intrōductōrīe,textbook
introite,entrance
intrōjectōrīe,syringe
intrōmisse,insertion
intrōmissōrīe,bladder
intrōmitten,illegal
intrōmitting,illegally
intrōnīzen,episcopal
intrūden,intrude
intrūserī,usurpation
intrūsiǒun,usurpation
intrūsīve,usurpative
intrūsǒur,usurps
intuiciǒun,insight
inturn,visit
intūrnement,tournament
inturnen,convert
inturning,inn
inundāciǒun,wadeable
inunderstōndāble,incomprehensible
inunding,pus
inūre,accordance
inūtile,unprofitable
invariāble,unvarying
invāsiǒun,assault
inveinlī,uselessly
invenciǒun,Rabbi_Mitch_Chefitz
invenon,substance
inventārī,Fiction_nonfiction
invented,discovered
inversāciǒun,inward
inversāte,turned
inverse,upside
inversed,turned
inversing,inward
investīgāble,untraceable
investīgāciǒun,investigation
investitūre,investiture
inveterāt,Cerebral_palsy_involves
invict,unconquered
invident,ill
inviolāble,violated
inviolāblī,violation
inviolāt,virginity
inviscāciǒun,eyelids
inviscāten,stick
inviscātīve,sticky
invītāciǒun,invitation
invītātōrī,psalm
invītōrī,psalm
invocāciǒun,prayer
involūciǒun,bandage
involuntārī,involuntary
involūte,wrapped
involven,envelop
involving,something
inwēten,immersion
inwille,desire
inwīnd,fleece
inwīnden,haul
inwīs,wise
inwit,mind
inwith,within
inwǒnen,dwell
inwōven,interwoven
inwrite,inscribed
inwrītinge,inscription
inyōng,entrance
ioffren,Forgiving_Merciful
ioverien,elevate
ioxned,oxen
ioyde,joy
ipanced,cook
ipaned,trimmed
ipassen,pass
ipate-ipaton,lowest
ipatetiks,greek
ipelūred,trimmed
ipenned,feather
iperbolicāl,rhet
iperborīe,earth
iperīcon,plant
ipicche,sin
ipocentaurus,creature
ipocǒndrīe,cervix_anus
ipocōne,cumin
ipocrās,THC_infused_lozenges
ipocrisī,deceit_dishonesty
ipocrisis,hypocrisy
ipocrite,hypocrite
ipocrit,sham
ipocritlī,hypocritically
ipoquistidos,seed_germinates
iposarca,dropsy
iposelīnon,parsley
ipostasim,sediment
ipotam,hippopotamus
ipotauri,hippopotamuses
ipǒunen,pulverize
ippia,chickweed
ipreien,pray
iprēven,tempt
ipulverīzāte,pulverized
iquassāte,crushed
iquēthen,say
irachite,bees
irādīcāte,roots
iradīen,spiritually
irādlīche,prudently
irailen,adorn
irāl,stone
iravishen,rape
irche-pīl,hedgehog
irchǒun,hedgehog
irchǒunlī,likeness
irco-cervus,goat
īre,wrath
irecchen,explain
irecednesse,narrative
irechen,give
irēde,ready
irēden,provide
irēdī,ready
irēdlīche,readily
irēdnesse,decision
īreful,wrathful
īrefulnesse,wrath
īrein,irishman
īre-mōles,rust
īren,iron
īrened,iron
īren-harde,officinalis
īrenī,iron
īren-mōngere,merchant
irennen,rush
irenninge,moving
īren-sīd,hardiness
īren-werk,iron
ireordung-hūs,refectory
īreos,tuberous_roots
irērd,languages
irērden,eat
irērding,refectory
irēsen,rush
ireste,repose
iresten,horses
ireuen,grieve
irīflen,rifle
irighte,usages
iright-lēchen,rectify
irīmen,clear
irīne,mysteries
irīnen,ppl
īrinnes,armor
irīp,harvest
īris,iris
irīsen,befit
īrish,irish
īrisherīe,irish
īrish-man,irish
īris-lirik,genus
irīven,ppl
irke,reluctance
irk,tired
irken,weary
irksǒm,loath
irksǒmnes,weariness
irking,ennui
īr-lōnd,ireland
īrnen,armor
īrnishe,iron
iron,vulture
īronlēs,implements
irǒur,wrath
īrǒus,angry
īrǒuslī,angrily
irradiāte,illuminated
irrecoverāble,irreparable
irrecuperāble,cannot
irreliǧiǒus,wicked
irremediābilī,irreparably
irremediāble,remedied
irreparāble,remedied
irreparāblī,irrevocably
irresonāble,irrational
irreverence,Allah_loveth
irreverenced,disrespect
irreverencing,disrespect
irreverent,reverence
irreverentlī,disrespectfully
irrevocāble,irreversible
irrigāt,watered
irrit,void
irsien,angry
irsunge,ire
irunde,swallow
irust,ornamented
iruthe,clothe
isæhtnesse,amity
isāme,together
isamnen,assemble
isamnunge,congregation
isāven,proverb
iscandlet,disturbed
iscorpid,dissolved
īse-crace,icicle
isehtnen,reconcile
iseien,speak
iseienlīch,visible
isēle,prosperous
isēlī,prosperous
isellen,give
isemblen,assemble
īsen,ice
isetnesse,law
isetten,put
ishaft,decree
ishāpen,create
ishat,sum
ishe,egress
ishēd,Texts_emails
ishēden,separate
ishēdwīs,discrimination
ishēdwīsnesse,discretion
ishen,Samaritan_Lt._Col
isheuen,behold
ishīld,defense
ishīlden,protect
ishinge,going
ishīren,utter
ishōle,troop
ishōnen,excape
ishornesse,division
ishot,shot
ishrīven,confess
isib,related
isibben,akin
isibsǒm,peaceable
isīded,carved
isīen,ben
isighthe,vision
īs-ikle,icicle
isin-heowen,wife
isīted,broken
isitten,sit
īs-lōnd,fish
ismaelītes,arabs
ismecchen,fig
ismeien,consideration
ismulten,calm
isomnen,appear
īsophagus,esophagus
isouen,sowing
isǒund,unharmed
ispēche,language
ispēken,speak
īs-pīle,european
ispillen,kill
israēl,israel
israēlish,jewish
israēlīte,israel
israēlītish,israel
issaunt,descendant
istal,companion
istathelen,reestablish
isterred,stars
istethel-fasten,strengthen
istīen,ben
istillen,pacify
istinken,smell
istinten,stop
istōnden,standing
istrecchen,corpse
istrenǧen,strengthen
istreon,offspring
istreonen,beget
istuphāte,steam
isublīmāte,honored
isulphured,sulfur
isūnde,condition
isūndful,prosperous
isūndian,salvation
isūndunge,salvation
isustre,sisters
isutelen,reveal
iswæncennesse,tribulations
iswenchen,Guy_Laliberte_bleed
isweorf,filings
iswēven,asleep
iswīen,refrain
iswīken,stop
iswīkennesse,abstinence
iswingla,scourging
iswinkful,labor
iswīred,neck
iswithrien,weaken
iswǒunen,faint
itailed,tail
itaille,thereof
itāken,take
itāknen,signify
itāknunge,symbolic
italian,italian
italies,italians
ītalike,italian
itāse,readily
itēchen,bestow
itel,number
itēld,cloth
itellen,tell
item,addition
itenthed,tithes
iteon,drag
iterāble,capable
iterāciǒun,repetition
iterāt,done
ithaf,consenting
ithaght,counseling
ithank,mind
ithanked,evil
īthe,sea
ithen,diligent
ithenchen,conceive
ithenlī,diligently
itheode,language
itheoden,join
itheued,mannered
ithidden,strike
ithīed,leaf_axils
ithiggen,ingest
ithīld,forbearance
ithīldī,patience
ithinkthe,exalted
ithōlen,endure
ithought,thought
ithrīngen,press
ithrouen,suffer
ithūldī,patient
ithurst,thirst
ithwære,united
ithwærlēchen,harmony
itīde,time
itīden,happen
itilth,gain
itimbren,build
itimbrung,building
itīmien,happen
itīnded,thin
itinerāl,travel
itinerārī,route
itīthien,assent
itoȝe,contraction
itōknesse,speech
itorien,faint
itrēden,walk
itrehtnigen,treat
itreowe,true
itrimen,strengthen
itrǒnchned,fragments
itrusten,trust
iturnen,transform
itwin,twin
itwix,midst
iunnen,grant
iunstillen,disturb
iuntrumien,ill
īve,ive
ivel,evil
ivel-dēde,evil
ivel,evilly
ivelen,sicken
ivele-willinge,enmity
ivel-fāre,misfortune
ivelfullī,maliciously
ivelinge,bodily
ivellēs,fault
ivellī,damagingly
ivelnes,wickedness
ivelshipe,wickedness
ivel-theuednesse,malignancy
ivel-wille,hostility
ivel-willed,wicked
ivel-willednesse,malice
ivel-willer,evil
ivel-willī,malicious
iveresce,drunkenness
īvī,ivy
īvī-lēf,Discard_bay
ivīned,veined
īvoired,ivory
īvorī,ivory
īvorien,ivory
iwæcen,weaken
iwakien,awake
iwāld,possession
iwanien,lessen
iwarmen,warm
iwarred,knobbly
iwaxen,grow
iweie,weight
iwelien,enrich
iwemmen,defile
iweornien,dwindle
iwēpnen,armor
iwerken,build
iwerpen,cast
iwēten,moisten
iwhēde,slight
iwhelped,animal
iwhēr,occasions
iwhether,question
iwhilch,one
iwhīlen,leisure
iwhīls,long
iwhō,everyone
iwīde,widely
iwighte,proportion
iwīhte,brave
iwil,pleasing
iwil,desire
iwilnen,desire
iwilnunge,desire
iwin,struggle
iwinched,hoisted
iwīnden,wrap
iwinged,carved
iwinnen,victory
iwintred,aged
iwis,certainly
iwīsinge,tutelage
iwislīch,sure
iwislīche,certainly
iwissen,instruct
iwissunge,guidance
iwist,dwelling
iwis-tāle,strict
iwit,sense
iwite,council
iwiten,know
iwīten,disappear
iwiterien,reveal
iwītien,prophesy
iwit-lēst,madness
iwitnesse,testimony
iwītnien,punish
iwitted,wits
iwitterlī,truly
iwīven,marry
iwlitegod,shaped
iwōmbed,bellied
iwōn,%_#F########_7v.jsn
iwǒne,accustomed
iwǒned,accustomed
iwǒnelīch,customary
iwǒnelīche,customarily
iwǒnsǒmnesse,habit
ī-wort,common
iworthen,become
iworthīen,worship
iwǒunden,disfigure
iwreken,avenge
iwriȝelīche,secretly
iwringen,squeeze
iwrite,document
iwrīten,sign
iwrīthen,bind
iwrōnge,wrongdoing
iwurht,desert
iwurpen,disease
ixon,vulture
iyarwen,make
iyedden,lament
iyel,yell
iyēred,years
iyērne,carefully
iyetten,grant
jācen,rush
jacinct,color
jacinctīn,purple
jacinctīnish,purple
jacinctornicta,stone
jacōbīn,friars
jacobīte,grand_jury_indicts_polygamist
jacōbīte,samaritan
jactancīe,bragging
jactaunce,boasting
jaculus,serpent
jāde,cart
jagge,Use_paring_knife
jaggen,slash
jagging,ornamental
jagǒunce,stone
jai,bird
jailen,forth
jaket,jacket
jak,Engineering_Mentoring_PAESMEM
jakke,striped_jumpsuit
jakked,armed
jambison,gambeson
jāme,james
jangle,gossip
janglen,grumble
janglere,talker
jangleresse,woman
janglerīe,gossip
jangling,chatter
janglisse,talkative
jankin,priests
janok,bannock
januārī,surname
januei,genoa
januen,genoan
jāpe,deception
japectes,stone
jāpen,fool
jāper,buffoon
jāperī,absurdity
jāpe-worthī,ridiculous
jāping,mockery
jāpinglī,joke
jardin,jordan
jarǧaunt,troublesome
jargǒun,chattering
jargǒunen,chatter
jargǒuning,birds
jarmen,twitter
jarus,cuckoopint
jascōnī,fish
jasp,jasper
jasper,coin
jaspine,color
jaspre,jasper
jaudewin,jester
jaumbe,leg
jaumber,armor
jaumbeus,legs
jaune,yellow
javel,brawler
javelīn,javelin
javelot,javelin
javeren,chatter
javeringe,gossiping
jējūnum,intestine
jelīf,jelly
jelǒus,jealous
jelǒusī,jealousy
jelǒuslī,fervor
jelǒusnes,jealousy
jemeus,jewels
jemmetres,female
jera-pigra,ingredient
jerarchī,angels
jerarchīen,hierarchically
jerarchīing,hierarchical
jerarchis,divine
jera-ruffini,medicine
jercs,sheep
jerin,tunic
jerodīn,cloth
jerosolomītāne,inhabitant
jerosolomīte,inhabitant
jerūsalem-cariāǧe,pageant
jesse,tree
jesseraunt,armor
jetteson,overboard
jeu,biblical
jeu-de-dāme,checkers
jeuel,jewels
jeueler,oversized_dangling_earrings
jeuel-hǒus,king
jeuelrīe,ornaments
jeuerī,jews
jeues,surname
jeulī,jewish
je-vo,tell
jobard,blockhead
jobben,jab
jobet,fool
jocaunt,joyful
jocǒund,joyful
jocǒunde,graciously
joculer,minstrel
jodden,pierce
joget,metal
joiausnesse,joy
joi,happiness
joie,joyful
joielēs,joy
joien,rejoice
joier,rejoices
joieuseie,amusements
joiful,happy
joifullī,graciously
joiing,gladness
joiinglī,willingly
joināble,capable
joinant,adjacent
joinantlī,together
joindre,battle
joinen,combine
joine-pot,pot
joining,fastening
joininglī,relating
joinlī,union
joinorship,office
joinǒur,joiner
joint,joint
join-tāble,wood_dowels
joint,joint
jointed,joints
jointinge,joint
jointlī,together
jointǒur,joiner
jointūr,bones
joiǒus,happy
joissen,glad
jolī,bitch
jolivet,merry
jol,head
jollen,batter
jolling,stumbling
jon,Trajche_Shoposki
jonete-of-the-steues,prostitute
jonette,ripening
jǒnk,rushes
jǒnkerie,banquet
jǒnket,Roasted_garlic
jopeien,shout
jop,dolt
joppen,knock
jopperī,stupidity
jordan,R._Mazzei_fused
jorī-seil,sail
jornade,garment
jornen,adjourn
jossa,horses
jot,estate
jōte,jot
jouaunt,entertainer
jou,jaw
jǒuet,coin
jǒuk,nap
jǒuken,lie
jǒukere,cheat
jǒukerīe,trickery
jǒuncinge,jolting
jǒur,man
jǒurnei,day
jǒurneien,court
jǒurneier,traveler
jǒurneiing,journeying
jǒurnei-man,apprenticeship
jǒusī,liquor
jǒute,Add_lemon_juice
jǒuter,fishmonger
jove,jupiter
jovianist,monk
jovine,planet
jubarb,rhubarb
jubbe,liquor
jubber,seller
jūbilāciǒun,joy
jūbiling,jubilation
jūbiliste,jubilation
jūcen,extract
jūdaisme,jews
jūdas,judas
jūdeu,jew
jūdeuish,jewish
jūdiciābles,judicial
jūdiciāl,judicial
jūdiciāllī,judicial
jūdiciārī,judicial
jugge,liquor
jugilen,kill
juǧing,judgment
jūgland,walnut
jūhēde,jewish
juignet,july
juil,july
juin,june
jujube,genus
julep,syrup
jullar,deceiver
jumbeled,sphere
jumelles,twin
jūment,burden
jumpen,walk
jumperen,haphazardly
jumpred,confusion
junctlī,jointly
junctūr,bones
junesse,youthfulness
jūnior,names
jūniper,juniper
jūniperin,juniper
jūnō,goddess
jūpe,jacket
jūpiter,jupiter
jūrāt,Judge_Osowik
jurren,coo
jūs,herbs
jusquiame,plant
jussel,fried_crispy
just,portuguese
juste,Use_paring_knife
just,righteous
justeful,righteous
justī,bottom
justicer,sins
justiciāble,justiciable
justiciāl,righteous
justifiāblī,lawfully
justificāble,justifiable
justificāciǒun,redress
justificāte,absolved
justifīen,punish
justifīing,divinely_mandated
justilen,sexual
justīlī,justly
justlī,legitimately
justnes,righteousness
jusule,lechery
jūtes,ago_enjoys_semiautonomy
jutten,upon
juvāment,beneficial
juven,young
juvencle,woman
juventūde,youth
juventūte,youths
jūwīs,punishment
kachin-hamer,nails
kag,barrel
kaggerleȝc,lust
kail,stroke
kaiǒus,sir
kaire,rowan
kaites,vagabonds
karaten,weight
karette,carrot
karicantoue,hen
karisme,divine
katerin,coin
kebbe,cow
kebben,contradict
kebbinge,quarreling
keble,bucket
kebulus,fruit
keiāǧe,wharf
keie,escutcheons
keied,locked
keile,skittle
keilful,boatload
keineth,coarse
keis,officer
kekenǧi,cherry
kēkir,penis
kēlche-cuppe,drunkard
kelkes,roe
kelt,salmon
kēme,weasel
kemes,blouse
kemled,washed
kemp,warrior
kempen,fight
kendal,cloth
kēned,breeding
kenel,dog
kēnen,develop
kenet,dog
kenin,grain
kennen,tell
kenners,teachers
kenning,purplish_color
kenninge,mother
kenning,knowledge
kenters,kent
kentish,kent
kentwærre,kent
kerche,kerchief
kercher,scarf
kerf-rōp,ship
kerimeri,filigree
kerling,woman
kernet,crossbar
kersei,cloth
kervelettes,sauce
kerven,cut
kerver,incision
kerverīe,carving
kerving,Gently_rub
ket,surnames
kēt,ferocious
ketel,kettle
ketel-hat,helmet
ketenen,forth
ketherin,soldiers
kētlī,promptly
ketling,kitten
kettord,quartered
keu,cook
keuen,mew
keuten,yelp
keutinge,yelping
kevel,horse
kevelen,bridle
kēven,ppl
keverel,vessel
kever-kōpe,veils
kewen,blacken
kew-kaw,upside
kex,marsh_marigold
kibber,clog
kībe,protuberance
kible,clog
kibrīt,alch
kichel,cake
kichen,household
kichenere,surnames
kid,twigs
kidden,birth
kide,goat
kidel,ocean_floor_Miswan
kid-sāpe,lice
kiǧǧe,pleasant
kikelot,chattering
kiken,kick
kilderkin,cask
kīle,ureter
killen,strike
killer,kills
killing,slaying
kilne,oven
kilneful,kiln
kilp,bucket
kilped,handle
kilten,checkauth_root
kilth,coldness
kimlin,jug
kimid,stupefied
kin,kin
kīnde,Slime_molds
kīnd,kind
kīndeful,natural
kīndehēde,kinship
kindel,babies
kīndelæs,incapable
kindelen,stoke
kindeler,afire
kīndelī,nature
kīndelīhēde,process
kīndelīnesse,natural
kindeling,aflame
kīnden,kindly
kīndenes,good
kīndeshipe,kindness
kīndlaike,kindness
kinebarn,prince
kinebenche,throne
kineboren,birth
kineburgh,city
kineerd,kingdom
kinehelm,crown
kinehelmen,crown
kinekin,royal
kinelīch,king
kinelīche,royally
kinelōnd,kingdom
kinelōrd,lord
kinemerke,birthmark
